locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICLPPAIG_26842	CDS	1821				hypothetical protein
ICLPPAIG_26843	CDS	273				hypothetical protein
ICLPPAIG_26844	CDS	4719				hypothetical protein
ICLPPAIG_26845	CDS	1290				hypothetical protein
ICLPPAIG_26846	CDS	267				hypothetical protein
ICLPPAIG_26847	CDS	681				hypothetical protein
ICLPPAIG_26848	CDS	219				hypothetical protein
ICLPPAIG_26849	CDS	306				hypothetical protein
ICLPPAIG_26850	CDS	1236				hypothetical protein
ICLPPAIG_26851	CDS	1236				hypothetical protein
ICLPPAIG_26852	CDS	168				hypothetical protein
ICLPPAIG_26853	CDS	393				hypothetical protein
ICLPPAIG_26854	CDS	1341				hypothetical protein
ICLPPAIG_26855	CDS	201				hypothetical protein
ICLPPAIG_26856	CDS	4686				hypothetical protein
ICLPPAIG_26857	CDS	717				hypothetical protein
ICLPPAIG_26858	CDS	1404				hypothetical protein
ICLPPAIG_26859	CDS	366				hypothetical protein
ICLPPAIG_26860	CDS	309				hypothetical protein
ICLPPAIG_26861	CDS	204				hypothetical protein
ICLPPAIG_26862	CDS	252				hypothetical protein
ICLPPAIG_26863	CDS	1545	amtB_5		COG0004	Ammonium transporter AmtB
ICLPPAIG_26864	CDS	309				hypothetical protein
ICLPPAIG_26865	CDS	798				hypothetical protein
ICLPPAIG_26866	CDS	1686				hypothetical protein
ICLPPAIG_26867	CDS	471				hypothetical protein
ICLPPAIG_26868	CDS	669				hypothetical protein
ICLPPAIG_26869	CDS	1737				hypothetical protein
ICLPPAIG_26870	CDS	1680	atzE_3	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
ICLPPAIG_26871	CDS	240				hypothetical protein
ICLPPAIG_26872	CDS	1704				hypothetical protein
ICLPPAIG_26873	CDS	468				hypothetical protein
ICLPPAIG_26874	CDS	546	vldW_4	1.14.11.52		Validamycin A dioxygenase
ICLPPAIG_26875	CDS	1374	sotB_2			sugar efflux transporter
ICLPPAIG_26876	CDS	318				hypothetical protein
ICLPPAIG_26877	CDS	183				hypothetical protein
ICLPPAIG_26878	CDS	966				hypothetical protein
ICLPPAIG_26879	CDS	159				hypothetical protein
ICLPPAIG_26880	CDS	1026				hypothetical protein
ICLPPAIG_26881	CDS	228				hypothetical protein
ICLPPAIG_26882	CDS	861	cloR_3	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
ICLPPAIG_26883	CDS	297				hypothetical protein
ICLPPAIG_26884	CDS	183				hypothetical protein
ICLPPAIG_26885	CDS	2508				hypothetical protein
ICLPPAIG_26886	CDS	144				hypothetical protein
ICLPPAIG_26887	CDS	225				hypothetical protein
ICLPPAIG_26888	CDS	453				hypothetical protein
ICLPPAIG_26889	CDS	165				hypothetical protein
ICLPPAIG_26890	CDS	102				hypothetical protein
ICLPPAIG_26891	CDS	288				hypothetical protein
ICLPPAIG_26892	CDS	468				hypothetical protein
ICLPPAIG_26893	CDS	12966				hypothetical protein
ICLPPAIG_26894	CDS	189				hypothetical protein
ICLPPAIG_26895	CDS	201				hypothetical protein
ICLPPAIG_26896	CDS	138				hypothetical protein
ICLPPAIG_26897	CDS	162				hypothetical protein
ICLPPAIG_26898	CDS	270				hypothetical protein
ICLPPAIG_26899	CDS	147				hypothetical protein
ICLPPAIG_26900	CDS	327				hypothetical protein
ICLPPAIG_26901	CDS	225				hypothetical protein
ICLPPAIG_26902	CDS	261				hypothetical protein
ICLPPAIG_26903	CDS	147				hypothetical protein
ICLPPAIG_26904	CDS	132				hypothetical protein
ICLPPAIG_26905	CDS	216				hypothetical protein
ICLPPAIG_26906	CDS	228				hypothetical protein
ICLPPAIG_26907	CDS	159				hypothetical protein
ICLPPAIG_26908	CDS	189				hypothetical protein
ICLPPAIG_26909	CDS	204				hypothetical protein
ICLPPAIG_26910	CDS	264				hypothetical protein
ICLPPAIG_26911	CDS	345				hypothetical protein
ICLPPAIG_26912	CDS	435				hypothetical protein
ICLPPAIG_26913	CDS	159				hypothetical protein
ICLPPAIG_26914	rRNA	3178				23S ribosomal RNA
ICLPPAIG_26915	rRNA	927				16S ribosomal RNA (partial)
ICLPPAIG_26916	rRNA	616				16S ribosomal RNA (partial)
ICLPPAIG_26917	CDS	168				hypothetical protein
ICLPPAIG_26918	rRNA	3178				23S ribosomal RNA
ICLPPAIG_26919	rRNA	927				16S ribosomal RNA (partial)
ICLPPAIG_26920	rRNA	616				16S ribosomal RNA (partial)
ICLPPAIG_26921	CDS	168				hypothetical protein
ICLPPAIG_26922	CDS	177				hypothetical protein
ICLPPAIG_26923	CDS	105				hypothetical protein
ICLPPAIG_26924	CDS	204				hypothetical protein
ICLPPAIG_26925	CDS	297				hypothetical protein
ICLPPAIG_26926	CDS	228				hypothetical protein
ICLPPAIG_26927	CDS	288				hypothetical protein
ICLPPAIG_26928	CDS	288				hypothetical protein
ICLPPAIG_26929	CDS	195				hypothetical protein
ICLPPAIG_26930	CDS	150				hypothetical protein
ICLPPAIG_26931	CDS	324				hypothetical protein
ICLPPAIG_26932	CDS	306				hypothetical protein
ICLPPAIG_26933	CDS	165				hypothetical protein
ICLPPAIG_26934	CDS	153				hypothetical protein
ICLPPAIG_26935	CDS	141				hypothetical protein
ICLPPAIG_26936	CDS	255				hypothetical protein
ICLPPAIG_26937	CDS	222				hypothetical protein
ICLPPAIG_26938	CDS	168				hypothetical protein
ICLPPAIG_26939	CDS	453				hypothetical protein
ICLPPAIG_26940	CDS	192				hypothetical protein
ICLPPAIG_26941	CDS	258				hypothetical protein
ICLPPAIG_26942	CDS	219				hypothetical protein
ICLPPAIG_26943	CDS	285				hypothetical protein
ICLPPAIG_26944	CDS	195				hypothetical protein
ICLPPAIG_26945	CDS	216				hypothetical protein
ICLPPAIG_26946	CDS	141				hypothetical protein
ICLPPAIG_26947	CDS	279				hypothetical protein
ICLPPAIG_26948	CDS	183				hypothetical protein
ICLPPAIG_26949	CDS	165				hypothetical protein
ICLPPAIG_26950	CDS	222				hypothetical protein
ICLPPAIG_26951	CDS	282				hypothetical protein
ICLPPAIG_26952	CDS	225				hypothetical protein
ICLPPAIG_26953	CDS	234				hypothetical protein
ICLPPAIG_26954	CDS	147				hypothetical protein
ICLPPAIG_26955	CDS	285				hypothetical protein
ICLPPAIG_26956	CDS	162				hypothetical protein
ICLPPAIG_26957	CDS	162				hypothetical protein
ICLPPAIG_26958	CDS	216				hypothetical protein
ICLPPAIG_26959	CDS	123				hypothetical protein
ICLPPAIG_26960	CDS	156				hypothetical protein
ICLPPAIG_26961	CDS	99				hypothetical protein
ICLPPAIG_26962	CDS	162				hypothetical protein
ICLPPAIG_26963	CDS	135				hypothetical protein
ICLPPAIG_26964	CDS	1875				hypothetical protein
ICLPPAIG_26965	CDS	1659				hypothetical protein
ICLPPAIG_26966	CDS	147				hypothetical protein
ICLPPAIG_26967	CDS	828	phzF1_2	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
ICLPPAIG_26968	CDS	8043				hypothetical protein
ICLPPAIG_26969	CDS	135				hypothetical protein
ICLPPAIG_26970	CDS	1188				hypothetical protein
ICLPPAIG_26971	CDS	708				hypothetical protein
ICLPPAIG_26972	CDS	1092				hypothetical protein
ICLPPAIG_26973	CDS	903				hypothetical protein
ICLPPAIG_26974	CDS	678				hypothetical protein
ICLPPAIG_26975	CDS	1110				hypothetical protein
ICLPPAIG_26976	CDS	1071				hypothetical protein
ICLPPAIG_26977	CDS	2346				hypothetical protein
ICLPPAIG_26978	CDS	816				hypothetical protein
ICLPPAIG_26979	CDS	4305				hypothetical protein
ICLPPAIG_26980	CDS	1350		1.14.11.1		Gamma-butyrobetaine dioxygenase
ICLPPAIG_26981	CDS	261				hypothetical protein
ICLPPAIG_26982	CDS	165				hypothetical protein
ICLPPAIG_26983	CDS	243				hypothetical protein
ICLPPAIG_26984	CDS	288				hypothetical protein
ICLPPAIG_26985	CDS	2799				hypothetical protein
ICLPPAIG_26986	CDS	1314				hypothetical protein
ICLPPAIG_26987	CDS	2319	bipA_6	3.6.5.-		Large ribosomal subunit assembly factor BipA
ICLPPAIG_26988	CDS	1632				hypothetical protein
ICLPPAIG_26989	CDS	234				hypothetical protein
ICLPPAIG_26990	CDS	453				hypothetical protein
ICLPPAIG_26991	CDS	714				hypothetical protein
ICLPPAIG_26992	CDS	249				hypothetical protein
ICLPPAIG_26993	CDS	2664				hypothetical protein
ICLPPAIG_26994	CDS	282				hypothetical protein
ICLPPAIG_26995	CDS	3615	pnp_5	2.7.7.8		Polyribonucleotide nucleotidyltransferase
ICLPPAIG_26996	CDS	1623				hypothetical protein
ICLPPAIG_26997	CDS	429				hypothetical protein
ICLPPAIG_26998	CDS	168				hypothetical protein
ICLPPAIG_26999	CDS	192				hypothetical protein
ICLPPAIG_27000	CDS	543				hypothetical protein
ICLPPAIG_27001	CDS	144				hypothetical protein
ICLPPAIG_27002	CDS	321				hypothetical protein
ICLPPAIG_27003	CDS	282				hypothetical protein
ICLPPAIG_27004	CDS	1164				hypothetical protein
ICLPPAIG_27005	CDS	204				hypothetical protein
ICLPPAIG_27006	CDS	1191				hypothetical protein
ICLPPAIG_27007	CDS	4170	smc_29			Chromosome partition protein Smc
ICLPPAIG_27008	CDS	603				hypothetical protein
ICLPPAIG_27009	CDS	1173	engB_4			GTP-binding protein EngB
ICLPPAIG_27010	CDS	153				hypothetical protein
ICLPPAIG_27011	CDS	171				hypothetical protein
ICLPPAIG_27012	CDS	402				hypothetical protein
ICLPPAIG_27013	CDS	375				hypothetical protein
ICLPPAIG_27014	CDS	138				hypothetical protein
ICLPPAIG_27015	CDS	5286		2.7.8.-		Cardiolipin synthase
ICLPPAIG_27016	CDS	654				hypothetical protein
ICLPPAIG_27017	CDS	1743	metXA_4	2.3.1.46		Homoserine O-acetyltransferase
ICLPPAIG_27018	CDS	360				hypothetical protein
ICLPPAIG_27019	CDS	282				hypothetical protein
ICLPPAIG_27020	CDS	162				hypothetical protein
ICLPPAIG_27021	CDS	186				hypothetical protein
ICLPPAIG_27022	CDS	933				hypothetical protein
ICLPPAIG_27023	CDS	360				hypothetical protein
ICLPPAIG_27024	CDS	282				hypothetical protein
ICLPPAIG_27025	CDS	162				hypothetical protein
ICLPPAIG_27026	CDS	186				hypothetical protein
ICLPPAIG_27027	CDS	933				hypothetical protein
ICLPPAIG_27028	CDS	780				hypothetical protein
ICLPPAIG_27029	CDS	3711	kdpB_12	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
ICLPPAIG_27030	CDS	1008				hypothetical protein
ICLPPAIG_27031	CDS	201				hypothetical protein
ICLPPAIG_27032	CDS	123				hypothetical protein
ICLPPAIG_27033	CDS	1515				hypothetical protein
ICLPPAIG_27034	CDS	255				hypothetical protein
ICLPPAIG_27035	CDS	909		3.1.1.23	COG2267	Monoacylglycerol lipase
ICLPPAIG_27036	CDS	252				hypothetical protein
ICLPPAIG_27037	CDS	2493				hypothetical protein
ICLPPAIG_27038	CDS	240				hypothetical protein
ICLPPAIG_27039	CDS	201				hypothetical protein
ICLPPAIG_27040	CDS	690				hypothetical protein
ICLPPAIG_27041	CDS	3084				hypothetical protein
ICLPPAIG_27042	CDS	219				hypothetical protein
ICLPPAIG_27043	CDS	2496				hypothetical protein
ICLPPAIG_27044	CDS	1818				hypothetical protein
ICLPPAIG_27045	CDS	1578				hypothetical protein
ICLPPAIG_27046	CDS	1011				hypothetical protein
ICLPPAIG_27047	CDS	927				hypothetical protein
ICLPPAIG_27048	CDS	183				hypothetical protein
ICLPPAIG_27049	CDS	1068				hypothetical protein
ICLPPAIG_27050	CDS	2961				hypothetical protein
ICLPPAIG_27051	CDS	750				hypothetical protein
ICLPPAIG_27052	CDS	153				hypothetical protein
ICLPPAIG_27053	CDS	147				hypothetical protein
ICLPPAIG_27054	CDS	597				hypothetical protein
ICLPPAIG_27055	CDS	228				hypothetical protein
ICLPPAIG_27056	CDS	2715				hypothetical protein
ICLPPAIG_27057	CDS	849				hypothetical protein
ICLPPAIG_27058	CDS	2052	mnmG_3		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
ICLPPAIG_27059	CDS	1839				hypothetical protein
ICLPPAIG_27060	CDS	243				hypothetical protein
ICLPPAIG_27061	CDS	129				hypothetical protein
ICLPPAIG_27062	CDS	1179				hypothetical protein
ICLPPAIG_27063	CDS	717				hypothetical protein
ICLPPAIG_27064	CDS	897	nadC_2	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
ICLPPAIG_27065	CDS	1041				hypothetical protein
ICLPPAIG_27066	CDS	1596				hypothetical protein
ICLPPAIG_27067	CDS	2277				hypothetical protein
ICLPPAIG_27068	CDS	174				hypothetical protein
ICLPPAIG_27069	CDS	2382	purD_3	6.3.4.13		Phosphoribosylamine--glycine ligase
ICLPPAIG_27070	CDS	189				hypothetical protein
ICLPPAIG_27071	CDS	1104				hypothetical protein
ICLPPAIG_27072	CDS	1173	trpD_2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
ICLPPAIG_27073	CDS	183				hypothetical protein
ICLPPAIG_27074	CDS	1284				hypothetical protein
ICLPPAIG_27075	CDS	171				hypothetical protein
ICLPPAIG_27076	CDS	783				hypothetical protein
ICLPPAIG_27077	CDS	543				hypothetical protein
ICLPPAIG_27078	CDS	3447				hypothetical protein
ICLPPAIG_27079	CDS	252				hypothetical protein
ICLPPAIG_27080	CDS	2550				hypothetical protein
ICLPPAIG_27081	CDS	1005	surE_4	3.1.3.5		5'/3'-nucleotidase SurE
ICLPPAIG_27082	CDS	147				hypothetical protein
ICLPPAIG_27083	CDS	1218				hypothetical protein
ICLPPAIG_27084	CDS	498				hypothetical protein
ICLPPAIG_27085	CDS	1272				hypothetical protein
ICLPPAIG_27086	CDS	1431				hypothetical protein
ICLPPAIG_27087	CDS	2292	pknD_114	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27088	CDS	399				hypothetical protein
ICLPPAIG_27089	CDS	153				hypothetical protein
ICLPPAIG_27090	CDS	1950				hypothetical protein
ICLPPAIG_27091	CDS	237				hypothetical protein
ICLPPAIG_27092	CDS	216				hypothetical protein
ICLPPAIG_27093	CDS	228				hypothetical protein
ICLPPAIG_27094	CDS	159				hypothetical protein
ICLPPAIG_27095	CDS	2745				hypothetical protein
ICLPPAIG_27096	CDS	906				hypothetical protein
ICLPPAIG_27097	CDS	189				hypothetical protein
ICLPPAIG_27098	CDS	3372				hypothetical protein
ICLPPAIG_27099	CDS	1209	mtnA_6	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
ICLPPAIG_27100	CDS	1329				hypothetical protein
ICLPPAIG_27101	CDS	369				hypothetical protein
ICLPPAIG_27102	CDS	1932				hypothetical protein
ICLPPAIG_27103	CDS	2040	dnaK_19		COG0443	Chaperone protein DnaK
ICLPPAIG_27104	CDS	276				hypothetical protein
ICLPPAIG_27105	CDS	186				hypothetical protein
ICLPPAIG_27106	CDS	1308				hypothetical protein
ICLPPAIG_27107	CDS	441				hypothetical protein
ICLPPAIG_27108	CDS	225				hypothetical protein
ICLPPAIG_27109	CDS	894				hypothetical protein
ICLPPAIG_27110	CDS	1617	amtB_6		COG0004	Ammonium transporter AmtB
ICLPPAIG_27111	CDS	2283				hypothetical protein
ICLPPAIG_27112	CDS	3306	uup_37	3.6.1.-		ATP-binding protein Uup
ICLPPAIG_27113	CDS	186				hypothetical protein
ICLPPAIG_27114	CDS	660				hypothetical protein
ICLPPAIG_27115	CDS	159				hypothetical protein
ICLPPAIG_27116	CDS	189				hypothetical protein
ICLPPAIG_27117	CDS	783				hypothetical protein
ICLPPAIG_27118	CDS	249				hypothetical protein
ICLPPAIG_27119	CDS	243				hypothetical protein
ICLPPAIG_27120	CDS	327				hypothetical protein
ICLPPAIG_27121	CDS	519				hypothetical protein
ICLPPAIG_27122	CDS	810	bioC_8	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
ICLPPAIG_27123	CDS	213				hypothetical protein
ICLPPAIG_27124	CDS	1737				hypothetical protein
ICLPPAIG_27125	CDS	687				hypothetical protein
ICLPPAIG_27126	CDS	636				hypothetical protein
ICLPPAIG_27127	CDS	1047				hypothetical protein
ICLPPAIG_27128	CDS	1098				hypothetical protein
ICLPPAIG_27129	CDS	666				hypothetical protein
ICLPPAIG_27130	CDS	114				hypothetical protein
ICLPPAIG_27131	CDS	183				hypothetical protein
ICLPPAIG_27132	CDS	1035				hypothetical protein
ICLPPAIG_27133	CDS	696				hypothetical protein
ICLPPAIG_27134	CDS	366				hypothetical protein
ICLPPAIG_27135	CDS	1002		1.3.1.103		2-haloacrylate reductase
ICLPPAIG_27136	CDS	525				hypothetical protein
ICLPPAIG_27137	CDS	1569				hypothetical protein
ICLPPAIG_27138	CDS	348				hypothetical protein
ICLPPAIG_27139	CDS	1437				hypothetical protein
ICLPPAIG_27140	CDS	2325				hypothetical protein
ICLPPAIG_27141	CDS	273				hypothetical protein
ICLPPAIG_27142	CDS	201				hypothetical protein
ICLPPAIG_27143	CDS	177				hypothetical protein
ICLPPAIG_27144	CDS	1698	mdtL_9			Multidrug resistance protein MdtL
ICLPPAIG_27145	CDS	777				hypothetical protein
ICLPPAIG_27146	CDS	5058				hypothetical protein
ICLPPAIG_27147	CDS	1587	pknD_115	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27148	CDS	264				hypothetical protein
ICLPPAIG_27149	CDS	255				hypothetical protein
ICLPPAIG_27150	CDS	726	mtnX_2	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
ICLPPAIG_27151	CDS	1374				hypothetical protein
ICLPPAIG_27152	CDS	351				hypothetical protein
ICLPPAIG_27153	CDS	432				hypothetical protein
ICLPPAIG_27154	CDS	231				hypothetical protein
ICLPPAIG_27155	CDS	147				hypothetical protein
ICLPPAIG_27156	CDS	1356	pknD_116	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27157	CDS	339				hypothetical protein
ICLPPAIG_27158	CDS	507	rplL_3			Large ribosomal subunit protein bL12
ICLPPAIG_27159	CDS	744				hypothetical protein
ICLPPAIG_27160	CDS	2541				hypothetical protein
ICLPPAIG_27161	CDS	1548				hypothetical protein
ICLPPAIG_27162	CDS	228				hypothetical protein
ICLPPAIG_27163	CDS	999				hypothetical protein
ICLPPAIG_27164	CDS	204				hypothetical protein
ICLPPAIG_27165	CDS	438	aroQ_2	4.2.1.10		3-dehydroquinate dehydratase
ICLPPAIG_27166	CDS	861				hypothetical protein
ICLPPAIG_27167	CDS	522				hypothetical protein
ICLPPAIG_27168	CDS	276				hypothetical protein
ICLPPAIG_27169	CDS	2172	car_3	1.2.1.-		Carboxylic acid reductase
ICLPPAIG_27170	CDS	1584		1.1.99.39		D-2-hydroxyglutarate dehydrogenase
ICLPPAIG_27171	CDS	555				hypothetical protein
ICLPPAIG_27172	CDS	399	rplN_4			Large ribosomal subunit protein uL14
ICLPPAIG_27173	CDS	174				hypothetical protein
ICLPPAIG_27174	CDS	231				hypothetical protein
ICLPPAIG_27175	CDS	2169	thrZ_2	6.1.1.3	COG0441	Threonine--tRNA ligase 2
ICLPPAIG_27176	CDS	888				hypothetical protein
ICLPPAIG_27177	CDS	2196				hypothetical protein
ICLPPAIG_27178	CDS	600				hypothetical protein
ICLPPAIG_27179	CDS	2127	maoII_4	1.4.3.21		Copper methylamine oxidase
ICLPPAIG_27180	CDS	1179				hypothetical protein
ICLPPAIG_27181	CDS	225				hypothetical protein
ICLPPAIG_27182	CDS	2493	fusA_8		COG0480	Elongation factor G
ICLPPAIG_27183	CDS	399				hypothetical protein
ICLPPAIG_27184	CDS	210				hypothetical protein
ICLPPAIG_27185	CDS	159				hypothetical protein
ICLPPAIG_27186	CDS	669	purN_3	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
ICLPPAIG_27187	CDS	1098	icd_5	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
ICLPPAIG_27188	CDS	168				hypothetical protein
ICLPPAIG_27189	CDS	1074	frmA_2	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
ICLPPAIG_27190	CDS	270				hypothetical protein
ICLPPAIG_27191	CDS	1011				hypothetical protein
ICLPPAIG_27192	CDS	810				hypothetical protein
ICLPPAIG_27193	CDS	3972				hypothetical protein
ICLPPAIG_27194	CDS	339				hypothetical protein
ICLPPAIG_27195	CDS	213				hypothetical protein
ICLPPAIG_27196	CDS	1143	ansB_3	3.5.1.1		L-asparaginase
ICLPPAIG_27197	CDS	2094		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
ICLPPAIG_27198	CDS	261				hypothetical protein
ICLPPAIG_27199	tRNA	76				tRNA-Val(aac)
ICLPPAIG_27200	CDS	369				hypothetical protein
ICLPPAIG_27201	CDS	264				hypothetical protein
ICLPPAIG_27202	CDS	1089		1.1.1.9		D-xylulose reductase
ICLPPAIG_27203	CDS	3072				hypothetical protein
ICLPPAIG_27204	CDS	2028	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase large subunit
ICLPPAIG_27205	CDS	282				hypothetical protein
ICLPPAIG_27206	CDS	1425	amtB_7		COG0004	Ammonium transporter AmtB
ICLPPAIG_27207	CDS	402				hypothetical protein
ICLPPAIG_27208	CDS	207				hypothetical protein
ICLPPAIG_27209	CDS	1113				hypothetical protein
ICLPPAIG_27210	CDS	261				hypothetical protein
ICLPPAIG_27211	CDS	186				hypothetical protein
ICLPPAIG_27212	CDS	2016	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
ICLPPAIG_27213	CDS	240				hypothetical protein
ICLPPAIG_27214	CDS	1863	pknD_117	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27215	CDS	210				hypothetical protein
ICLPPAIG_27216	CDS	1302				hypothetical protein
ICLPPAIG_27217	CDS	174				hypothetical protein
ICLPPAIG_27218	CDS	1608				hypothetical protein
ICLPPAIG_27219	CDS	339				hypothetical protein
ICLPPAIG_27220	CDS	1542	apeB_7	3.4.11.-		putative M18 family aminopeptidase 2
ICLPPAIG_27221	CDS	312				hypothetical protein
ICLPPAIG_27222	CDS	1137		2.5.-.-		Deoxyhypusine synthase-like protein
ICLPPAIG_27223	CDS	420				hypothetical protein
ICLPPAIG_27224	CDS	1350				hypothetical protein
ICLPPAIG_27225	CDS	354				hypothetical protein
ICLPPAIG_27226	CDS	2265				hypothetical protein
ICLPPAIG_27227	tRNA	74				tRNA-Gly(tcc)
ICLPPAIG_27228	CDS	3459				hypothetical protein
ICLPPAIG_27229	CDS	1131	ubiE_9	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
ICLPPAIG_27230	tRNA	82				tRNA-Leu(caa)
ICLPPAIG_27231	CDS	246				hypothetical protein
ICLPPAIG_27232	CDS	246				hypothetical protein
ICLPPAIG_27233	CDS	1185				hypothetical protein
ICLPPAIG_27234	CDS	2427				hypothetical protein
ICLPPAIG_27235	CDS	171				hypothetical protein
ICLPPAIG_27236	CDS	1095				hypothetical protein
ICLPPAIG_27237	CDS	120				hypothetical protein
ICLPPAIG_27238	CDS	498	rplK_4			Large ribosomal subunit protein uL11
ICLPPAIG_27239	CDS	261				hypothetical protein
ICLPPAIG_27240	CDS	1347				hypothetical protein
ICLPPAIG_27241	CDS	270				hypothetical protein
ICLPPAIG_27242	CDS	2142				hypothetical protein
ICLPPAIG_27243	CDS	2358	pknD_118	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27244	CDS	219				hypothetical protein
ICLPPAIG_27245	CDS	201				hypothetical protein
ICLPPAIG_27246	CDS	150				hypothetical protein
ICLPPAIG_27247	CDS	2280				hypothetical protein
ICLPPAIG_27248	CDS	480				hypothetical protein
ICLPPAIG_27249	CDS	126				hypothetical protein
ICLPPAIG_27250	CDS	1029				hypothetical protein
ICLPPAIG_27251	CDS	2607				hypothetical protein
ICLPPAIG_27252	CDS	801				hypothetical protein
ICLPPAIG_27253	CDS	1725				hypothetical protein
ICLPPAIG_27254	CDS	417				hypothetical protein
ICLPPAIG_27255	CDS	1905				hypothetical protein
ICLPPAIG_27256	CDS	1149	nadD_3	2.7.7.18		nicotinate-nucleotide adenylyltransferase
ICLPPAIG_27257	CDS	552				hypothetical protein
ICLPPAIG_27258	CDS	921				hypothetical protein
ICLPPAIG_27259	CDS	234				hypothetical protein
ICLPPAIG_27260	CDS	342				hypothetical protein
ICLPPAIG_27261	tRNA	76				tRNA-Arg(tct)
ICLPPAIG_27262	CDS	156				hypothetical protein
ICLPPAIG_27263	CDS	1497				hypothetical protein
ICLPPAIG_27264	CDS	1065	yeaD_3	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
ICLPPAIG_27265	CDS	1470				hypothetical protein
ICLPPAIG_27266	CDS	138				hypothetical protein
ICLPPAIG_27267	CDS	441				hypothetical protein
ICLPPAIG_27268	CDS	2973	mutS_10			DNA mismatch repair protein MutS
ICLPPAIG_27269	CDS	876				hypothetical protein
ICLPPAIG_27270	CDS	777				hypothetical protein
ICLPPAIG_27271	CDS	924				hypothetical protein
ICLPPAIG_27272	CDS	798	cysH_5	1.8.4.10	COG0175	Adenosine 5'-phosphosulfate reductase 1
ICLPPAIG_27273	CDS	195				hypothetical protein
ICLPPAIG_27274	CDS	114				hypothetical protein
ICLPPAIG_27275	CDS	690				hypothetical protein
ICLPPAIG_27276	CDS	375				hypothetical protein
ICLPPAIG_27277	CDS	1323				hypothetical protein
ICLPPAIG_27278	CDS	369				hypothetical protein
ICLPPAIG_27279	CDS	540	mtnD_3	1.13.11.54		Acireductone dioxygenase
ICLPPAIG_27280	CDS	1704				hypothetical protein
ICLPPAIG_27281	CDS	909				hypothetical protein
ICLPPAIG_27282	CDS	426				hypothetical protein
ICLPPAIG_27283	CDS	2214				hypothetical protein
ICLPPAIG_27284	CDS	1788				hypothetical protein
ICLPPAIG_27285	CDS	495				hypothetical protein
ICLPPAIG_27286	CDS	1419				hypothetical protein
ICLPPAIG_27287	CDS	567				hypothetical protein
ICLPPAIG_27288	CDS	402				hypothetical protein
ICLPPAIG_27289	CDS	345				hypothetical protein
ICLPPAIG_27290	CDS	306				hypothetical protein
ICLPPAIG_27291	CDS	114				hypothetical protein
ICLPPAIG_27292	CDS	2214				hypothetical protein
ICLPPAIG_27293	CDS	267				hypothetical protein
ICLPPAIG_27294	CDS	342				hypothetical protein
ICLPPAIG_27295	CDS	738				hypothetical protein
ICLPPAIG_27296	CDS	552	ogt_3	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
ICLPPAIG_27297	CDS	1614				hypothetical protein
ICLPPAIG_27298	CDS	201				hypothetical protein
ICLPPAIG_27299	CDS	252				hypothetical protein
ICLPPAIG_27300	tRNA	73				tRNA-Cys(gca)
ICLPPAIG_27301	CDS	1122				hypothetical protein
ICLPPAIG_27302	CDS	1245				hypothetical protein
ICLPPAIG_27303	CDS	231				hypothetical protein
ICLPPAIG_27304	CDS	456				hypothetical protein
ICLPPAIG_27305	CDS	393				hypothetical protein
ICLPPAIG_27306	CDS	327				hypothetical protein
ICLPPAIG_27307	CDS	1545				hypothetical protein
ICLPPAIG_27308	CDS	219				hypothetical protein
ICLPPAIG_27309	CDS	624				hypothetical protein
ICLPPAIG_27310	CDS	336				hypothetical protein
ICLPPAIG_27311	CDS	1761	pknD_119	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_27312	CDS	348	rpsN_4			Small ribosomal subunit protein uS14
ICLPPAIG_27313	CDS	291				hypothetical protein
ICLPPAIG_27314	CDS	474				hypothetical protein
